Case No.,Action Plan,Country,Commitment Title,Full Text,Lead Institution,Supporting Institutions,Anti-corruption,Conflicts of Interest ,Asset disclosure,Audits & Controls,Whistleblower Protections,Budget Transparency,Citizen Budgets,Participatory Budgeting,E-petitions,Social Audits,Public Participation,Public Procurement,Access to Information,Records Management,Open Data,Elections & Political Finance,Law Enforcement & Justice,"
Public Service Delivery",E-government,Capacity Building,Legislation & Regulation,Private sector,Legislature,Sub-national governance,Judiciary,Media & Telecommunications,Education,Health & Nutrition,Citizenship & Immigration,Welfare & Social Security,Water & Sanitation,Infrastructure,Public Safety,Defense,Natural Resources,Aid,Nonprofits,Labor,Science & Technology,Gender & Sexuality,Human Rights,OGP,Sum,Compound,Cluster,PoC Specified?,Specificity,_Specificity,GC-PubInt,GC-PubRes,GC-PubSvc,GC-CorpAcc,GC-SafComm,Value - Info,Value - Part,Value - Acc,Value - Tech,_Relevant,NewvPre-exist,_New v Pre-existing,Potential Impact,_Pot Impact Coded,Timebound?,Start,End,_Before July 2013,Action,Plan,Actual Completion,_Actual Completion,Projected Completion,_Proj Completion,On time,On Schedule,Starred,New x Starred,Starred x Specificity,Next Y/N,Next steps
,2,Brazil,1.11 Development of the Monitoring System for the Social Movements Demands,"to develop a system out of the set of information available at the interministerial instance named “Monitoring Table” with the aim of establishing a strategy for monitoring and assessing government actions in response to the demands of social movements directed to the Federal Government through the General Secretariat of the Presidency, thus providing for the improvement of working processes, the exchange of information and the intragovernmental articulation for the effective resolution of agendas and demands from the civil society.",General Secretariat of the Presidency of the Republic, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,"1.12 Capacity-Building of educators, political agents, public managers, councilors for social policies and community leaderships","to develop several teaching products on Tax Education to be offered to students, public officials of all government levels, managers, councilors, community leaderships, among others. Furthermore, the School of Finance Administration shall increase the courses on disseminating tax education, as well as establish a permanent capacity-building plan on the subject, with the aim of developing a curriculum and a high-reach pedagogical alignment. The School of Finance Administration shall also assist the internal and external control agencies and the networks of “Budget Social Observatories” and “Fair and Sustainable Cities” in the formulation of a standard script for the development of friendly public transparency portals. This initiative shall foster critical awareness of citizen and managers on the importance of social control and democratic management of public resources, increase the quality of the formulation, execution and evaluation of public policies processes, and improve state capacity to combat active and passive waists of public resources.",Ministry of Finance, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,1.13 Encourage states and municipalities to endorse the OGP four principles,"to ensure that the programs within the Ministry of Social Development and Fight against Hunger (MDS) which are executed by resources transferred in the modality between funds include mechanisms to encourage states and municipalities to endorse the OGP four principles. This strategy shall be achieved by the incorporation of the OGP principles to the agreement of priorities and goals for the new Operational Basic Ruling of the Unique Social Assistance System (SUAS). Furthermore, successful and innovative practices within the SUAS related to the OGP principles shall be identified, recognized and disseminated. Studies on how to incorporate the principles to the expansion and division of resources for other initiatives shall be conducted, considering that encouraging the dissemination of the Open Government Partnership principles is crucial for improving program managing and for increasing public integrity.",Ministry of Social Development and Fight against Hunger, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.1. Development of the “Access to Information Library”,"to develop actions with the aim of disclosing the set of decisions adopted by the Office of the Comptroller General within its competence as an appellate instance of the Access to Information Law, thus ensuring transparency to the decision process. A controlled vocabulary for the formulation of abstracts shall be developed as a second stage of this commitment, thus providing for more accurate thematic searches. Additionally, the website shall contain quantitative information on the requests/appeals answered, partially answered, and rejected in each instance.",Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.2. Development of a Database of the Federal Public Administration Purchases Prices,"to develop a database containing reference prices for the most purchased items by the Federal Government, from data published on the Transparency Portal. The interface shall provide for the identification of items average prices, thus constituting an efficient strategy for formulating budgets and procurements, disseminating best practices in public purchases, as well as for supporting actions aimed at fighting corruption, especially in circumstances where overprice purchases are identified.",Office of the Comptroller General, ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.3. Development of a Brazilian Portal for the Open Government Partnership (OGP),"to develop a Brazilian Portal gathering data on the Open Government Partnership (OGP), as a means of providing society with information on the OGP and enabling citizens to monitor the commitments undertaken by the Brazilian Federal Executive Branch within the Partnership. Furthermore, the Portal will enhance the dissemination of knowledge on the concept of open government and the civil participation within the OGP.",Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.4. Development of monitoring reports on the Electronic Citizen Information System (e-SIC),to develop reports and indicators panels with information obtained from the Electronic Citizen Information System (e-SIC). These reports shall ensure the monitoring of information related to the Brazilian Access to Information Law by society and shall assist government bodies and agencies in the management of their information services.,Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.5. Encouragement of social participation,"to foster social control by means of a broad communication strategy aimed at disseminating knowledge on the topics of social control and prevention and fighting of corruption, with a view to highlight the importance of civil participation as an instrument for enhancing public ethics and integrity.",Office of the Comptroller General, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.6. Formulation and implementation of the Ministry of Defense’s Information Management Policy,"to formulate the Ministry of Defense’s Information Management Policy, which shall establish procedures for information disclosure, classification, handling and management within the aforementioned Ministry.",Ministry of Defense, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.7. Development of a Database of Administrative Documents produced by Brazil’s Navy,"to develop a database containing the description of all administrative documents produced by the Military Organizations of Brazil’s Navy, as well as the documents transferred to the Navy’s Archive, as to 2004 onwards. Online consultations shall be franchised to citizens.",Ministry of Defense, ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.8. Open Educational Data,"to adjust the educational data disclosed by the Ministry of Education (MEC) to a friendly open format, in compliance with open data principles and the National Open Data Infrastructure (INDA), including provision for consultations with filters, thus enhancing citizen access to information.",Ministry of Education, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.9. Improvement of data transparency from the National Consumer Protection Information System (Sindec),"to enhance transparency on the records of Sindec’s demands through the regular disclosure of their data in an open format in the dados.gov.br Portal, in compliance with the principles of the Open Government Data policy. The disclosed content shall be used to the assessment of regulatory impact from the consumer’s perspective, to the monitoring of the effectiveness of measures implemented by all entities of the system, besides other public agencies and the market, and to the assessment of the quality of consumption relationships, which shall be provided through the formulation of a proposal for indicators by the agency.",Ministry of Justice, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.10. Implementation of the Document Management Policy in the Federal Government,"to strength governmental archival services through the training of public officials in charge of document management in the bodies and agencies of the Public Federal Administration members of the Files Document Management System (SIGA). Additionally, technical meetings between central, sectorial and sectional agencies shall occur more often.",Ministry of Justice, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.11. Disclosure of data from the execution of the Union budget and from Government purchases,"to disclose data from the Annual Budget Law (LOA), budget execution and government purchases in compliance with the open data principles, as well as data from the Integrated System of General Services Administration (SIASG). This commitment aims at releasing platforms to ensure citizen access to updated information on budget execution and on Federal Government purchases, including data from procurements and price registrations. The platform shall also provide for the development of new visions, applications and services from the open data on the budget and public purchases.
 This action shall facilitate the integration of budget and governmental purchases data in structuring and sectorial information systems, thus providing for the increased development of mechanisms to ensure the aforementioned systems’ data integrity and for the development of assessments and management reports. Furthermore, the disclosure of data from these systems in an open format shall provide for deeper analysis, thus ensuring a more effective social control.","Ministry of Planning, Budget and Management", ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.12. Dissemination of the public open data culture to the local governments,"to raise awareness of state and municipal managers, as well as representatives from the Executive, the Judiciary and the Public Prosecutor, on the importance of settling a culture of open data. Furthermore, federal managers shall share good practices, disseminate patters, and exchange experiences with other government levels and branches. The implementation of these collaborative processes shall increase the availability of data from other governmental levels at the dados.gov.br Portal.","Ministry of Planning, Budget and Management", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.13. Development of Support Technologies and Licensing Models for the disclosure of open data,"to research, develop and disclosure technologies with the aim of facilitating data extraction, transformation and disclosure by public bodies and agencies, in compliance with the principles of open data, as well as the existing licensing models for Open Data within the Brazilian legal system with the purpose of assessing the need to develop a new licensing model. The compilation documents on the technological solutions and on the conclusions on licensing shall be develop with the participation of the society, the Academia, developers, and third sector communities, and shall be disclosed in the Brazilian Open Data Portal.","Ministry of Planning, Budget and Management", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.14. Disclosure of information from government systems in an open data format,"to encourage the increased disclosure of information in an open format by public bodies and agencies through the implementation of Institutional Open Data Plans, which shall be monitored and prioritized by the Steering Committee of the National Open Data Infrastructure (INDA), as described in INDA’s Action Plan.","Ministry of Planning, Budget and Management", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.15. Corporative Information Management in Social Security (e-Governance),"to implement the policy of Information Management in Social Security (e-Governance) within the Ministry of Social Security and its related agencies. This commitment includes the following actions: (i) implementing the information and document management policy; (ii) promoting initiatives aimed at preserving the institutional memory, (iii) adjusting the technological infrastructure; (iv) developing Information and Document Management Services (system); and (v) disseminating a Corporate Information Management culture.",Ministry of Social Security, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.16. Improvement of Active Transparency and of the Unique Health System’ Ombudsman Unit,"to establish mediation between the government and the citizens – in compliance with Law No. 8,080/1990, regulated by the Decree No. 7,508/2011 – and to increase the access to information, in compliance with Law No. 12,527/2011. To this end, the Ministry of Health’s Portal shall be improved by disclosing the Citizen Information Service’s (SIC) frequently asked questions and the National Ombudsman System shall be expanded, in compliance with the Organizational Contract of Public Action, with the aim of enhancing the mechanisms for citizen participation in the improvement of public health policies.",Ministry of Health, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.17. Strengthening of the National Audit System of the Unique Health System (SUS),"to review the regulations on the National Audit System of the SUS. Additionally, the commitment provides for the monitoring of the Audit Actions’ Annual Plan by the Office of the Comptroller General with the aim of ensuring that government expenditures on health follow the proposed objectives, thus increasing the quality of care provided by the SUS.",Ministry of Health, ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.18. Increasing public transparency of the Labor Relations Secretariat of the Ministry of Labor and Employment,"to increase transparency of the Labor Relations Secretariat of the Ministry of Labor and Employment by disclosing its Technical and Informative Notes on the internet, as well as the listing of processes related to ongoing union registration together with orders for analysis within the agency. Thus, the commitment shall provide for the disclosure of clear and transparent information, with the aim of demonstrating the impartiality of the procedure of union registration and of process analysis, as well as the integrity of other information disclosed by the agency.",Ministry of Labor and Employment, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.19. Disclosure of recommendations to carry out public audiences to serve as reference for the Government,"to disclose recommendations to carry out public audiences to serve as reference for the Government, thus improving general knowledge on the use of this instrument, as well as its quality.",General Secretariat of the Presidency of the Republic, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.20. Participatory Audits on the Constructions of Brazilian Host cities for the 2014 FIFA World Cup,"to carry out participatory audits in all Brazilian host cities for the 2014 World Cup, focusing on the constructions of ports and airports, as a means of ensuring compliance to human rights and to the requisites for negotiations and agreements with social and labor movements. The audits shall be carry out jointly by government and civil society and aim at identifying critical points in projects, environmental licenses, expropriations and other technical and social barriers that may pose risks to the projects and to the population affected by them.",General Secretariat of the Presidency of the Republic, ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,"2.21. Development of Local Indicators for Citizenship, Participation and Human Rights – Strategic Tool for Assessing Participatory Municipal Management","to gather information and develop local indicators with the aim of assessing and fostering the adoption of a participatory perspective in municipalities’ public management.
 The commitment aims at gathering information on the level of participation and social control in municipalities; enhancing access to information on the municipal management; increasing the disclosure of information on municipal indicators to civil society representatives; and fostering the adoption of a rights perspective in social policies by local public managers.",Secretariat for Human Rights, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,2.22. Development of an Indicators Model for Transparency of Brazilian Municipalities Institutional Development,to develop a proposal of indicators for transparency of the institutional development of the Brazilian municipalities with the aim of providing comparative information for public managers and citizens on the progresses and basic challenges of the municipal management.,Institute for Applied Economic Research, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,3.1. Restructuring of the Brazilian Federal Government Transparency Portal,"to improve the Transparency Portal by refining its usability, by adjusting it to the open data principles and by making it more interactive and accessible, thus facilitating navigation for its several users. All information currently disclosed on the website shall be maintained and tools to facilitate the search for information shall be developed. Additionally, the new Portal shall incorporate innovative technologies, thus meeting the society expectations. Furthermore, the Portal’s databases shall be restructured by integrating them, thus ensuring the handling of large volumes of data in a more efficient and dynamic way.",Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,3.2. Participatory development of the Federal Ombudsman System,"to provide for the participatory formulation of a draft regulation, which shall establish principles and mechanisms for the functioning of the Federal Ombudsman System.",Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,3.3. “Brazil Transparent” Program,"to support the implementation of the Access to Information Law and combine efforts to increase public transparency and the adoption of measures for open government in States and Municipalities. To this end, seminars, workshops and training courses on technical and guiding topics of these themes shall be carried out. Furthermore, campaigns and disseminating actions for the Access to Information Law shall also be carried out, as well as capacity-building activities related to the development of Transparency Portals and Citizen Information System (e-SIC) in subnational level.",Office of the Comptroller General, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,3.4. Development of the Unique Health System Letter,"the Health System Letter is an evaluation survey (response card) with brief questions about the health care the citizen received from the Unique Health System. The quality of the professionals who provide public health services can be assessed through this survey from the perspective of the citizen who uses these services. The letter also contains data on the citizen care, including the amount that the Ministry of Health spent on this service.",Ministry of Health, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Brazil,3.5. Digital Cities Project,"to implement the infrastructure for internet connection in municipalities, thus interconnecting public bodies and agencies. The project shall foster the use of electronic government tools in municipal public management, as well as provide for the development of an open digital network for the exchange of experiences and contents.",Ministry of Communications, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
