pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
3964,Unité de production d’acide fluorhydrique,http://tunisia2020.com/projet/unite-de-production-dacide-fluorhydrique/,Groupe Chimique Tunisien,Mines,Public,64,160,Gabès," 
                                 Le projet permet de diversifier les produits du Groupe Chimique Tunisien, d’atténuer la pollution de l’eau de mer et de préserver l’environnement 
Il consiste à la récupération du fluor émis par les unités de d'acide phosphorique et sa transformation  acide fluorhydrique. 
Il vise à donner à ce processus un caractère économique par la valorisation des eaux fluorées actuellement versées dans la mer et provenant de toutes les usines de Gabès et Skhira  à travers le traitement de cette matière pour la donner une valeur ajoutée sous la forme d'acide qui sera utilisé dans la fabrication de l'aluminium, du HF fluorhydrique et certains  matériaux utilisés dans le refroidissement et le creusement sur les panneaux en verres."," 
                                 Emplacement du projet: zone industrielle de Gabès 
Capacité de production: 30000 tonnes/an de HF100% 
Date de démarrage: 2019 
Composantes du projet: 
Quatre unités de production d’acide fluorhydrique à la Skhira 
Dix unités de production d’acide fluosilicique H2SIF6 à Gabès  
Une unité de traitement de l’acide fluosilicique H2SIF6 provenant des unités de production de Skhira et de Gabès et sa transformation en acide fluorhydrique HF100%, à Gabès.","  
                                 Réduction de la pollution de la mer et la préservation de l'environnement 
Diversification des produits du Groupe Chimique Tunisien","  
                                 Investissement à réaliser par le Groupe Chimique Tunisien sur crédit extérieur ou dans le cadre de partenariat public privé.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-12.21.14.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-12.21.14.png', 'path': 'full/67e14492a0d070f4ac612c03d26f8d1cb41af899.jpg', 'checksum': '4594055c6c8cf34c10646854b4d5e277'}]"
4100,Programme d’Adaptation au Changement Climatique des Territoires Ruraux Vulnérables de Tunisie (PACTE),http://tunisia2020.com/projet/programme-dadaptation-changement-climatique-territoires-ruraux-vulnerables-de-tunisie-pacte/,"Ministère de l’Agriculture, des Ressources en eau et de la Pêche",Environnement,Public,56,140," Bizerte, Kairouan, Le Kef, Sidi Bouzid, Siliana"," 
                                 L’Etat a fait de la mobilisation et de l’amélioration de l’utilisation de l’eau une constante des différents plans et stratégies de développement. Bien qu’ayant concouru à améliorer le taux de croissance agricole et le niveau de vie des populations rurales, cette politique, basée sur l’accroissement de l’offre, atteint aujourd’hui ses limites et se heurte à la problématique de durabilité des ressources. 
Les ressources en eau renouvelables sont mobilisées à plus de 90%, mais la faible efficacité de leur usage et la mise en œuvre de pratiques inadéquates ont conduit à une surexploitation des eaux souterraines et à une salinisation des nappes et des sols dans plusieurs régions. De plus, on estime que le changement climatique pourrait réduire encore le disponible de 15%, toutes ressources confondues en 2030 et aggraver la salinisation."," 
                                 Le projet comporte trois composantes: 
- Appui à la planification concertée des actions de gestion des réserves naturelles et animation territoriale 
- Soutien aux investissements de mise en œuvre des plans d’aménagement. 
- Coordination et gestion du programme, assistance technique et appui institutionnel. 
 
Etude de projet achevée","  
                                 Amélioration de la gouvernance des territoires 
Gestion durable des ressources en eau et sols 
Gestion durable des forêts et des parcours 
Valorisation des ressources naturelles 
Renforcement du dialogue politique pour l’amélioration des politiques publiques de gestion durable des ressources naturelles","  
                                 Le projet sera réalisé par l'Etat sur financement extérieur. L'AFD a exprimé son intention de financer le projet.",,
4102,Programme de modernisation et de renforcement des routes à l’intérieur des communes,http://tunisia2020.com/projet/programme-de-modernisation-de-renforcement-routes-a-linterieur-communes/,"
 Ministère de l’Equipement, de l’Habitat et de l’Aménagement du Territoire",Transport,Public,280,700," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Les difficultés financières qu’ont connu les communes tunisiennes au cours des dernières années ont largement impacté leur capacité à entretenir et à mettre à niveau les infrastructures routières. 
Le programme actuel vise à appuyer les communes en matière de d’entretien et d’extension de leur réseau routier."," 
                                 Le programme  consiste à réhabiliter 2100 km de routes municipales réparties comme suit :  
1080 km dans 72 grandes municipalités  (15 km de route /unité) 
480 km dans 48 municipalités moyennes  (soit 10 km de route/unité) 
540 km dans 180 petites municipalités  (3 km de route/unité)  
 
Le programme sera réalisé sur deux phases :  
Phase 1 : 2017-2018  (220  MD) 
Phase 2 : 2019-2020  (480 MD)","  
                                 Faciliter l’accès aux lieux d’habitats 
Améliorer la circulation des personnes et des véhicules et offrir aux citoyens de meilleurs conditions de vie et de sécurité","  
                                 Investissement à réaliser sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/routes.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/routes.png', 'path': 'full/a27094ccd6001730f3e9b83cb07746ecd5d161df.jpg', 'checksum': '2c3226acc329fee341165725dabf32f0'}]"
4099,Recherche de partenaires pour le développement des activités de la Société de Promotion du Lac de Tunis (SPLT),http://tunisia2020.com/projet/recherche-de-partenaires-developpement-activites-de-societe-de-promotion-lac-de-tunis-splt/,"
 Société de Promotion du Lac de Tunis",Immobilier,Privé,840,2100,Tunis," 
                                 En charge du plus important projet de développement urbain dans la zone de Tunis, portant sur 1300 Ha, la SPLT  a assaini le Lac de Tunis, en l’intégrant au tissu urbain de la ville, et a aménagé à ce jour près de 500 Ha. La SPLT est une success story de partenariat public privé, le  « Lac » étant devenu une zone résidentielle et de loisirs recherchée et un grand pôle économique et administratif. 
La SPLT entame une nouvelle étape de son développement dans le cadre d’une stratégie visant une meilleure valorisation de ses actifs et ce, par la réalisation de projets structurants et innovants, en association avec des partenaires financiers et techniques.  
Dans ce contexte, la SPLT envisage également l’ouverture de son capital, aujourd’hui détenu à parts égales par l’Etat tunisien et le groupe saoudien Dallah AlBaraka, à de nouveaux partenaires pour mieux asseoir son développement."," 
                                 Ouvrir le capital de la société à des partenaires pour accompagner son développement et lui permettre de s’engager dans d’autres projets urbains similaires aussi bien en Tunisie que dans la région, en capitalisant sur le savoir faire acquis sur une période de plus de trente ans.  
Promouvoir avec des partenaires  financiers et techniques des projets rentables et innovants, à réaliser dans le périmètre actuel et dans de nouvelles zones du pays.  
Une étude stratégique sur le développement de la zone a été réalisée en 2013 par un groupement de bureaux d’études de renommée internationale.","  
                                  Une meilleure exploitation de la réserve foncière restante dont la majeure partie constitue l’extension naturelle de l’hyper-centre de Tunis 
 Une meilleure valorisation des actifs de la société  
 Une contribution à une meilleure maîtrise du développement  urbain de la ville de Tunis 
 Une meilleure rentabilité de la société","  
                                 Les investissements à réaliser au titre de l’aménagement des zones en propriété de la société sont estimés à 1000 MDT 
Les investissements  pour les nouveaux projets déjà identifiés au stade  actuel sont de 1100 MDT 
Les autres projets restent à définir avec les partenaires.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/splt.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/splt.png', 'path': 'full/4f43ed8bbc69a3f13aa02cc891007c64f6a4cad4.jpg', 'checksum': '7ee2674b041c5ec537c51613fe6129bd'}]"
4096,Création d’une station d’épuration à Gabès,http://tunisia2020.com/projet/creation-dune-station-depuration-a-gabes/,"   
 Office National de l’Assainissement",Eau et assainissement,Public-privé,24,60,Gabès," 
                                 La région du grand Gabès compte environ 180 000 habitants. Elle est équipée d’un système d’assainissement prévu pour couvrir environ 90% des besoins par le biais d’une station d’épuration construite en 1995. Cette dernière ne répond plus aux exigences techniques, sociales et environnementales. 
Compte tenu de la croissance urbaine et économique du gouvernorat, et pour mieux répondre aux exigences environnementales l’ONAS se propose de réaliser  une nouvelle station d’épuration en partenariat avec le secteur privé."," 
                                 Le projet comprend la création d’une nouvelle station d’épuration pour la région du Grand Gabès. 
Les composantes du projet sont : 
La réhabilitation de la station de pompage principale SR4 pour un débit de 360 l/s; 
 La création d’une station de de transfert SPTR vers le nouveau site de la nouvelle STEP pour un débit pompage de 636 l/s et d’une conduite de refoulement DN800mm de longueur 9 km; 
 La réalisation d’une nouvelle STEP avec valorisation de biogaz et cogénération ayant les caractéristiques suivantes: 
   Charge hydraulique : 21500 m3/j 
   Charge organique : 11500 kg DBO5/j","  
                                 Augmentation de la capacité de traitement des eaux usées; 
Eloignement de STEP Gabès de la zone urbaine; 
Amélioration des filières des boues et de réutilisation des eaux traitées ; 
Amélioration  des conditions de vie des citoyens et de la sécurité environnementale  nationale.","  
                                 Investissement à réaliser dans le cadre de partenariat public-privé.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/STEP.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/STEP.png', 'path': 'full/c1cef80473c6ace11c473badd7410a958e1b8908.jpg', 'checksum': 'ca1b3f6ff7f20e87c7d1d223d47b4cca'}]"
4092,Protection et aménagement de la Sebkha de Moknine,http://tunisia2020.com/projet/protection-amenagement-de-sebkha-de-moknine/,"   
 Agence de Protection et d’Aménagement du Littoral",Environnement,Public-privé,120,300,Monastir," 
                                 La sebkha de Moknine est une dépression topographique naturelle qui couvre 5300 ha environ. Elle se trouve à environ 10m en dessous du niveau de la mer et une distance de 4 km de celle-ci. C’est une zone humide naturelle. Elle joue un rôle écologique important puisqu’elle constitue une zone de passage à de nombreux oiseaux migrateurs et contient une faune et flore rare. 
Actuellement elle fait l’objet d’agressions par toutes les formes de pollution : 
la pollution liquide causée par les apports des oueds et les eaux usées urbaines et industrielles; 
la pollution par les déchets solides qui se traduit par la présence de décharges sauvages autour de la sebkha ; 
la pollution de l’air causée par les poteries, les briqueteries, l’industrie textile et les huileries.  
Un plan d'action permettant sa protection et sa mise en valeur dans un cadre global de cohérence dans la zone environnante a été établit selon  une étude diagnostique de l'écosystème de la sebkha."," 
                                 Le projet comprend: 
L’assainissement et la protection de la sebkha; 
L’aménagement des berges de la Sebkha, la promotion et la valorisation des ressources naturelles du site; 
Le développement économique durable du site : salines industrielles 100 ha- 50 l/s, aquaculture intensive et semi-intensive (poissons, crevettes, artémia).","  
                                 Assainissement et dépollution de la sebkha et de ses berges, 
Protection des écosystèmes, 
Valorisation socioéconomique du site","  
                                 Investissement à réaliser dans le cadre de partenariat public-privé.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/sebkha.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/sebkha.png', 'path': 'full/3cb8762a9cf270fa9410316e7b5144e14e1a06bb.jpg', 'checksum': '1eb1cbc2bfb7f95b62b89a82f3bf2886'}]"
3982,Programme de production d’électricité à partir des énergies renouvelables,http://tunisia2020.com/projet/programme-de-production-delectricite-a-partir-energies-renouvelables/,Ministère de l’Energie et des Mines et Energies Renouvelables,Energie,Privé,400,1000," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Le programme national 2016-2020 pour la production d’électricité à partir d’énergies renouvelables par le secteur privé prévoit une capacité de production totale de 380 MW d’énergie répartis selon le système de production : 
Licences (capacité de production inférieure à 30 MW pour l’énergie éolienne et inférieure à 10 MW pour l’énergie solaire photovoltaïque) : 
Energie éolienne : 60 MW  
Energie photovoltaïque : 120 MW 
Concessions (capacité de production supérieure à 30 MW pour l’énergie éolienne et supérieure à 10 MW pour l’énergie solaire photovoltaïque) : 
Energie éolienne : 1 projet d’une capacité de 100 MW  
Energie photovoltaïque : 2 projets d’une capacité de 50 MW"," 
                                 Les projets seront réalisés, pour la période 2017-2018, suite à la publication de l’annonce relative à l’octroi de licences et des appels d’offres relatifs à l’octroi de concessions par le Ministère de l'Energie et des Mines et Energies Renouvelables.","  
                                 Création de 1000 emplois directs et indirects 
Production additionnelle d’énergies renouvelables d’environ 555 GW par an, soit environ 3% de la production nationale actuelle d’électricité","  
                                 Investissement à réaliser par des opérateurs  privés.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-13.04.16.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-13.04.16.png', 'path': 'full/98997ec34a6e0287eb31d43e551fb6d3cba39ba9.jpg', 'checksum': '643498658b4ba7f411957d4a0e7dfea6'}]"
3980,Station de stockage d’énergie par pompage et turbinage dans l’Oued El Melah (Béja) d’une capacité de 400MW,http://tunisia2020.com/projet/station-de-stockage-denergie-pompage-turbinage-loued-el-melah-beja-dune-capacite-de-400mw/,Société Tunisienne de l’Electricité et du Gaz,Energie,Public,480,1200,Béja," 
                                 Ce projet s’intègre dans le cadre du programme d'Etat pour le développement durable et la mise en œuvre du Plan solaire tunisien et la diversification des sources d'énergie basées sur les énergies renouvelables.  
Il vise à: 
Atteindre une production de 30% de l'électricité à base d'énergies renouvelables dans le plan solaire tunisien à l’horizon  2030. 
Contribuer à la préservation de l'environnement en réduisant de 41% les émissions de gaz à effet de serre."," 
                                 Le projet comprend la création d’une station de stockage d’énergie par pompage et turbinage des eaux dans  l’Oued El Melah (Nezfa-Gouvernorat de Béja) comprenant les éléments suivants: 
Barrage Oued El Melah  
Station de pompage et de turbinage des eaux 
Réservoir supérieur dans la montagne de Rgouba 
Ce projet couvre les études, la production, l’approvisionnement, le transport sur place, l’installation et la mise en exploitation des équipements, ainsi que les études d’ingénierie et les travaux de génie civil des installations liées à la réalisation de la station. 
 
 
Etudes technico-économiques en cours","  
                                 Taux d'intégration locale : 30% 
Capacité de stockage d'environ 920 GWh 
Renforcer le réseau électrique et sécuriser l'approvisionnement en électricité 
Développer l'intégration des énergies renouvelables 
Éviter les investissements dans la réalisation de centrales thermiques. 
Améliorer la rentabilité des infrastructures de production d'électricité.","  
                                 Investissement à réaliser par la Société Tunisienne de l’Electricité et du Gaz sur crédit extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-13.00.46.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-13.00.46.png', 'path': 'full/598b1e90ddcac2643f4329398263654bc3992167.jpg', 'checksum': '48b18bedf0a98465db3517ec80782520'}]"
3978,Renforcement de l’infrastructure du réseau de distribution d’électricité,http://tunisia2020.com/projet/renforcement-de-linfrastructure-reseau-de-distribution-delectricite/,Société Tunisienne de l’Electricité et du Gaz,Energie,Public,40,100," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 La proportion de l’électrification globale dans la Tunisie atteint près de 100%. 
En réponse à la demande croissante d’énergie, la Société Tunisienne de l’Electricité et du Gaz entreprend le renforcement son infrastructure en matière de distribution d’électricité tout en veillant à l’amélioration de la qualité de services et à la maîtrise des coûts."," 
                                 Le projet comprend: 
La création de 300 km de lignes d’électricité à MT 
La création de 100 km de lignes d’électricité BT 
L’installation de 500 centres de distribution BT/MT tension et 5 centres de transformation MT 
L’installation de 100000 compteurs intelligents. 
L'installation de 100 appareils de sécurité et isolation MT 
 
 
 
Etudes en cours 
Démarrage des travaux: 2018 
Fin des travaux: 2020","  
                                 Améliorer la qualité de l'alimentation 
Réduire les pertes d'énergie 
Renforcer la sécurité des personnes 
Protéger l'environnement 
Développer la capacité à intégrer les énergies renouvelables sur le réseau de transport","  
                                 Investissement à réaliser par la Société Tunisienne de l’Electricité et du Gaz sur crédit extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-12.56.43.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-12.56.43.png', 'path': 'full/251ea885fc6cfc06be4603cb6acd9624ccc53269.jpg', 'checksum': 'f8a0aa46606be395e15fa9230cb45c69'}]"
3976,Programme de renforcement des réseaux de distribution de gaz naturel,http://tunisia2020.com/projet/renforcement-reseaux-de-transport-de-distribution-de-gaz-naturel/,Société Tunisienne de l’Electricité et du Gaz,Energie,Public,180,450," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 La Tunisie est engagée depuis 2001 dans l’intégration de l’approvisionnement de gaz dans les zones urbaines et l’amélioration des conditions de vie des citoyens et de la préservation de l’environnement et le remplacement des bouteilles de gaz liquéfié pour réduire  les subventions de l’Etat dans ce domaine. 
Le projet vise à renforcer et à étendre le réseau existant de distribution de gaz dans différentes régions du pays."," 
                                 Le projet comprend: 
La création de 300 km de lignes d’électricité à MT 
La création de 100 km de lignes d’électricité BT 
L’installation de 500 postes de distribution BT/MT et 5 centres de transformation MT 
L’installation de 100000 compteurs intelligents. 
L'installation de 100 appareils de sécurité et isolation MT 
 
 
 
Etudes en cours 
Démarrage des travaux: 2018 
Fin des travaux: 2020","  
                                 Amélioration des conditions de vie des populations 
Préservation de l'environnement 
Réduction des subventions de l'Etat dans le domaine de l'énergie","  
                                 Investissement à réaliser par la Société Tunisienne de l’Electricité et du Gaz sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-12.53.29.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-12.53.29.png', 'path': 'full/7797cbc076ca94383fdf05deefc62b322a620d61.jpg', 'checksum': '3ab811febb8fe20d9dc1c173a905b37a'}]"
3974,Renforcement du gazoduc Mourouj-Msaken,http://tunisia2020.com/projet/renforcement-gazoduc-mourouj-msaken/,Société Tunisienne de l’Electricité et du Gaz,Energie,Public,180,450," Ben Arous, Sousse"," 
                                 La Tunisie est engagée depuis 2001 dans l’intégration de l’approvisionnement de gaz dans les zones urbaines et l’amélioration des conditions de vie des citoyens et de la préservation de l’environnement et le remplacement des bouteilles de gaz liquéfié pour réduire  les subventions de l’Etat dans ce domaine. 
 
Le projet vise à renforcer le réseau de transport de gaz naturel par le doublement du gazoduc existant pour assurer l’approvisionnement en gaz du Grand Tunis et du Sahel ainsi que des centrales de production d’électricité et des zones industrielles dans ces régions."," 
                                 Le projet comprend l’extension des pipelines de transport de gaz naturel (diamètre 24 pouces) sur une longueur totale de 150 km. 
Le tracé du nouveau pipeline à mettre en place est parallèle au tracé du pipeline actuel et est distant de 15 mètres. Il part de la station de Mourouj (gouvernorat de Ben Arous) jusqu’à la station de Msaken (gouvernorat de Sousse) en passant par la station de Zriba. 
 
 
 
Etudes en cours 
Démarrage des travaux: 2018 
Fin des travaux : 2021","  
                                 Renforcement du pipeline actuel qui a atteint sa capacité optimale du transport de gaz","  
                                 Investissement à réaliser par la Société Tunisienne de l’Electricité et du Gaz sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-25-à-12.50.44.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-25-a%CC%80-12.50.44.png', 'path': 'full/fc972461b4353eca7eb54eba387c4c19dff055df.jpg', 'checksum': '84390f67acbc774e2a138887cf30bd82'}]"
4026,Création de l’usine Fondinor,http://tunisia2020.com/projet/creation-de-lusine-fondinor/,"
 Groupe Mokhtar",Industrie,Privé,28,70,Zaghouan," 
                                 Le Groupe Mokhtar, un important groupe industriel tunisien, ne cesse de développer depuis plus de 20 ans une expertise technique et opérationnelle le positionnant en tant qu’acteur incontournable dans le secteur de la sidérurgie. 
En vue de renforcer sa position, ce groupe envisage la création d’une nouvelle fonderie de fonte et d’aluminium: Fondinor, située à 40 km de Tunis. 
Fondinor vise l’export de sa production (pièces moulées en fonte et pièces moulées sous pression en aluminium) vers le Maghreb et l’Europe."," 
                                 Le projet consiste en la création d’une usine dotée des dernières technologies pour répondre aux besoins des industriels les plus exigeants en termes de qualité, quantité et délais de livraison. 
Le projet se situe dans la zone industrielle de Bir Mcherga (Gouvernorat de Zaghouan)  à environ 40 km du centre de Tunis. 
Production envisagée: 
 Fonderie et métaux: 
Fonderie d'alliages d'aluminium 
Fonderie de fontes à graphite lamellaire non alliées ou faiblement alliées 
Fonderie de fontes à graphite sphéroïdal non alliées ou faiblement alliées 
 Moulage sable 
 Moulage sous pression","  
                                 Offrir un meilleur produit à la clientèle et des services avec garantie de qualité 
Être la première fonderie dans des secteurs à forte valeur ajoutée 
Amélioration continue des processus, du développement, de l'innovation et de la formation 
Création de 300 emplois","  
                                 Investissement à réaliser par des opérateurs privés en partenariat avec le promoteur du projet.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/fondinor.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/fondinor.png', 'path': 'full/a1181cdb4b8918bc73368c6d1ac19f68e77df890.jpg', 'checksum': '7cfd7e7707255cb344dd7b5a90f2b29d'}]"
4023,Extension de l’usine Sidenor,http://tunisia2020.com/projet/extension-de-lusine-sidenor/,"
 Groupe Mokhtar",Industrie,Privé,20,50,Zaghouan," 
                                 Fondé en 1993, Sidenor est l’un des principaux producteurs de ronds à béton en barres et en bobine et de fil machine en Tunisie. 
Premier laminoir privé en Tunisie, Sidenor atteint aujourd´hui une capacité de production de 200.000 tonnes/an. 
Filiale du groupe Mokhtar, Sidenor ne cesse de développer une expertise technique et opérationnelle la positionnant en tant qu’acteur incontournable dans le secteur de la sidérurgie."," 
                                 Le projet consiste en l’extension de l’usine de Sidenor pour inclure les nouveaux éléments suivants: 
Laminoir pour la production de barres d’armatures en fonte (équipements Danieli), y compris les monoblocs à grande vitesse 
Bac de refroidissement, cisailles, compactage totalement automatisé et machines de liage 
Laminoir de dégrossissage et meule intermédiaire (équipements Danieli);  
Bobineuse horizontale pour barres d'armature pour la production de bobines compactes 
Foyer de 12 mètres de long doté de brûleurs à économie d'énergie (nouvelle technologie)","  
                                 Augmenter la capacité de production pour atteindre 300.000 tonnes par an 
Elargir la gamme de nos produits 
Economie d'énergie 
Améliorer le rendement en métal","  
                                 Investissement à réaliser par des opérateurs privés en partenariat avec le promoteur du projet.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/sidenor.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/sidenor.png', 'path': 'full/9cfc573641bb9efd475863741323d6b4d20b433e.jpg', 'checksum': 'ceccfbdf9991f3c2a10ca13ee8565a26'}]"
4020,Unité de production d'ammoniac,http://tunisia2020.com/projet/unite-de-production-dammoniac/,  Benchmark Power International,Industrie,Privé,370,926,Sfax," 
                                 Dans le cadre de la diversification de ses investissements, la société Benchmark Power International  envisage la création d’une unité de production d’ammoniac dans la région de Skhira, gouvernorat de Sfax. 
Ce projet présente les caractéristiques concurrentielles suivantes:  
Atteindre plus d’efficacité dans l’utilisation du gaz naturel pour la production d’ammoniac 
Atteindre des niveaux plus élevés de compétitivité opérationnelle et financière"," 
                                 Le projet consiste en la création  d’une ligne de production d’ammoniac pouvant assurer une capacité de production de 1200 tonnes métriques/jour en utilisant la technologie KBR  Purifier™. 
 
 
 
Projet approuvé par le Gouvernement Tunisien  
Accord de principe obtenu de la part de banques internationales pour financer partiellement le projet","  
                                 Création de 1400 emplois directs (cadres techniques) et 4000 emplois indirects 
Positionner la Tunisie  sur la carte internationale des grands projets pétrochimiques","  
                                 Investissement: 410 M$ 
-Capitaux propres: 123 M$ 
-Crédits: 287 M$",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/ammoniac.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/ammoniac.png', 'path': 'full/dbb073c0fc1fd312d8a8c56ea75d9ab81c99bbe8.jpg', 'checksum': 'd949f2f49db4a5d0a95160d279748531'}]"
4018,Acquisition de matériel roulant pour la ligne TGM Tunis– Goulette–Marsa,http://tunisia2020.com/projet/acquisition-de-materiel-roulant-ligne-tgm-tunis-goulette-marsa/,  Société de Transport de Tunis TRANSTU,Transport,Public,60,150,Tunis," 
                                 La ligne Tunis-Goulette-Marsa (T.G.M,) compte parmi les plus anciennes lignes de chemin de fer encore en exploitation. Engagée le 11 Octobre 1872, entrée en exploitation le 13 Octobre 1874 puis électrifiée le 17 Octobre 1905, cette voie, d’une longueur de 18,8 km de rail, nécessite des travaux de rénovation. 
Le matériel roulant actuellement en exploitation a été renouvelé en 1977 et son remplacement s’impose."," 
                                 Le projet comporte l'acquisition de 18 voitures de 40 mètres de long nécessaires à l’exploitation de la ligne Tunis-Goulette-Marsa (T.G.M.). 
 
 
 
 
Les cahiers des charges sont prêts","  
                                 Améliorer la qualité des services  
Garantir le confort des passagers 
Consolider la sécurité de la flotte 
Réduire le coût de l'entretien","  
                                 Investissement à réaliser par la société TRANSTU sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/siemens.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/siemens.png', 'path': 'full/2e2629edf61a71e4be4d52c6331aa7eb8495b2a6.jpg', 'checksum': '979043e35cd663da051de55a260be681'}]"
4016,Révision et réhabilitation des rames de métro Siemens,http://tunisia2020.com/projet/revision-rehabilitation-rames-de-metro-siemens/,  Société de Transport de Tunis TRANSTU,Transport,Public,80,200," Ariana, Ben Arous, Manouba, Tunis"," 
                                 La société TRANSTU assure le service de transport public dans le Grand Tunis, à travers le réseau de métro, de bus et une voie ferrée Tunis-Goulette-Marsa. 
Le Réseau du métro compte six lignes de longueur de 61,3 km (double voie)."," 
                                 Le projet a pour objectif de mettre à niveau les rames du métro et leurs disponibilités afin de répondre aux besoins du trafic et du confort des usagers.  
 
Ce programme s’étale sur trois ans et vise la révision et la réhabilitation d’une flotte composée de 134 voitures de métro âgés de + de 27 ans 
 
 
 
Les cahiers des charges sont prêts","  
                                 Améliorer la qualité des services 
Garantir le confort des passagers 
Consolider la sécurité de la  flotte et de sa disponibilité","  
                                 Investissement à réaliser par la société TRANSTU sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/siemens.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/siemens.png', 'path': 'full/2e2629edf61a71e4be4d52c6331aa7eb8495b2a6.jpg', 'checksum': '979043e35cd663da051de55a260be681'}]"
